County,Fips,Topic,Subtopic,Year,Measure,Value,State Value,Number,"Crude Rate per 100,000",Crude Rate (per 500 pop.),Lower Limit,Upper Limit,People per License,Total Licenses,Type A Licenses,Type B Licenses,Type C Licenses,Type Unknown Licenses
Menominee,55078,Alcohol,Hospitalizations,2008,Upper Limit,3434.68,925.01,,,,,3434.68,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2009,"Crude Rate per 100,000",2958.72,883.1,,2958.72,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2009,Lower Limit,2437.95,875.36,,,,2437.95,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2009,Number,124,50065,124,,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2009,Upper Limit,3479.5,890.83,,,,,3479.5,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2010,"Crude Rate per 100,000",2529.27,884.19,,2529.27,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2010,Lower Limit,2052.25,876.46,,,,2052.25,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2010,Number,108,50315,108,,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2010,Upper Limit,3006.3,891.91,,,,,3006.3,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2011,"Crude Rate per 100,000",1784.08,855.44,,1784.08,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2011,Lower Limit,1388.15,847.85,,,,1388.15,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2011,Number,78,48810,78,,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2011,Upper Limit,2180.01,863.03,,,,,2180.01,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2012,"Crude Rate per 100,000",2406.05,867.43,,2406.05,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2012,Lower Limit,1945.83,859.8,,,,1945.83,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2012,Number,105,49624,105,,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2012,Upper Limit,2866.27,875.06,,,,,2866.27,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2013,"Crude Rate per 100,000",1916.06,829.33,,1916.06,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2013,Lower Limit,1506.3,821.88,,,,1506.3,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2013,Number,84,47587,84,,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2013,Upper Limit,2325.81,836.78,,,,,2325.81,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2014,"Crude Rate per 100,000",1685.89,835.15,,1685.89,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2014,Lower Limit,1306.86,827.69,,,,1306.86,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2014,Number,76,48048,76,,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2014,Upper Limit,2064.93,842.62,,,,,2064.93,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2015,"Crude Rate per 100,000",2106.43,829.42,,2106.43,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2015,Lower Limit,1682.84,821.99,,,,1682.84,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2015,Number,95,47799,95,,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2015,Upper Limit,2530.02,836.86,,,,,2530.02,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2016,"Crude Rate per 100,000",1478.7,742.71,,1478.7,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2016,Lower Limit,1124.62,735.69,,,,1124.62,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2016,Number,67,42893,67,,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2016,Upper Limit,1832.78,749.74,,,,,1832.78,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2017,"Crude Rate per 100,000",1434.16,750.99,,1434.16,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2017,Lower Limit,1088.15,743.93,,,,1088.15,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2017,Number,66,43506,66,,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2017,Upper Limit,1780.16,758.05,,,,,1780.16,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2018,"Crude Rate per 100,000",1392.52,759.56,,1392.52,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2018,Lower Limit,1051.35,752.47,,,,1051.35,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2018,Number,64,44125,64,,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2018,Upper Limit,1733.68,766.64,,,,,1733.68,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2019,"Crude Rate per 100,000",1559.41,761.96,,1559.41,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2019,Lower Limit,1196.68,754.87,,,,1196.68,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2019,Number,71,44381,71,,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2019,Upper Limit,1922.14,769.05,,,,,1922.14,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2020,"Crude Rate per 100,000",2138.16,719.59,,2138.16,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2020,Lower Limit,1698.84,712.74,,,,1698.84,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2020,Number,91,42429,91,,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2020,Upper Limit,2577.47,726.44,,,,,2577.47,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2021,"Crude Rate per 100,000",2143.52,727.15,,2143.52,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2021,Lower Limit,1705.51,720.25,,,,1705.51,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2021,Number,92,42757,92,,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2021,Upper Limit,2581.54,734.04,,,,,2581.54,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2022,"Crude Rate per 100,000",1644.03,691.01,,1644.03,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2022,Lower Limit,1256.11,684.3,,,,1256.11,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2022,Number,69,40718,69,,,,,,,,,,
Menominee,55078,Alcohol,Hospitalizations,2022,Upper Limit,2031.95,697.72,,,,,2031.95,,,,,,
Menominee,55078,Alcohol,Outlet Density,2010,Crude Rate (per 500 pop.),1.62,1.5,,,1.62,,,,,,,,
Menominee,55078,Alcohol,Outlet Density,2010,People per License,308.46,334.38,,,,,,308.46,,,,,
Menominee,55078,Alcohol,Outlet Density,2010,Total Licenses,14,17041,,,,,,,14,,,,
Menominee,55078,Alcohol,Outlet Density,2010,Type A,9,4057,,,,,,,,9,,,
Menominee,55078,Alcohol,Outlet Density,2010,Type B,8,12372,,,,,,,,,8,,
Menominee,55078,Alcohol,Outlet Density,2010,Type C,0,698,,,,,,,,,,0,
Menominee,55078,Alcohol,Outlet Density,2010,Type Unknown,0,733,,,,,,,,,,,0
Menominee,55078,Alcohol,Outlet Density,2011,Crude Rate (per 500 pop.),1.6,1.49,,,1.6,,,,,,,,
Menominee,55078,Alcohol,Outlet Density,2011,People per License,311.68,335.3,,,,,,311.68,,,,,
Menominee,55078,Alcohol,Outlet Density,2011,Total Licenses,14,17040,,,,,,,14,,,,
Menominee,55078,Alcohol,Outlet Density,2011,Type A,10,3890,,,,,,,,10,,,
Menominee,55078,Alcohol,Outlet Density,2011,Type B,9,11788,,,,,,,,,9,,
Menominee,55078,Alcohol,Outlet Density,2011,Type C,0,696,,,,,,,,,,0,
Menominee,55078,Alcohol,Outlet Density,2011,Type Unknown,0,1533,,,,,,,,,,,0
Menominee,55078,Alcohol,Outlet Density,2012,Crude Rate (per 500 pop.),1.49,1.49,,,1.49,,,,,,,,
Menominee,55078,Alcohol,Outlet Density,2012,People per License,335.58,336.2,,,,,,335.58,,,,,
Menominee,55078,Alcohol,Outlet Density,2012,Total Licenses,13,17040,,,,,,,13,,,,
Menominee,55078,Alcohol,Outlet Density,2012,Type A,8,4311,,,,,,,,8,,,
Menominee,55078,Alcohol,Outlet Density,2012,Type B,5,12872,,,,,,,,,5,,
Menominee,55078,Alcohol,Outlet Density,2012,Type C,0,741,,,,,,,,,,0,
Menominee,55078,Alcohol,Outlet Density,2012,Type Unknown,0,97,,,,,,,,,,,0
Menominee,55078,Alcohol,Outlet Density,2013,Crude Rate (per 500 pop.),1.02,1.48,,,1.02,,,,,,,,
Menominee,55078,Alcohol,Outlet Density,2013,People per License,492.11,338.52,,,,,,492.11,,,,,
Menominee,55078,Alcohol,Outlet Density,2013,Total Licenses,9,16968,,,,,,,9,,,,
Menominee,55078,Alcohol,Outlet Density,2013,Type A,6,4382,,,,,,,,6,,,
Menominee,55078,Alcohol,Outlet Density,2013,Type B,3,12842,,,,,,,,,3,,
Menominee,55078,Alcohol,Outlet Density,2013,Type C,0,734,,,,,,,,,,0,
Menominee,55078,Alcohol,Outlet Density,2013,Type Unknown,0,26,,,,,,,,,,,0
Menominee,55078,Alcohol,Outlet Density,2014,Crude Rate (per 500 pop.),0.89,1.47,,,0.89,,,,,,,,
Menominee,55078,Alcohol,Outlet Density,2014,People per License,562.56,340.6,,,,,,562.56,,,,,
Menominee,55078,Alcohol,Outlet Density,2014,Total Licenses,8,16898,,,,,,,8,,,,
Menominee,55078,Alcohol,Outlet Density,2014,Type A,5,4412,,,,,,,,5,,,
Menominee,55078,Alcohol,Outlet Density,2014,Type B,3,12822,,,,,,,,,3,,
Menominee,55078,Alcohol,Outlet Density,2014,Type C,0,743,,,,,,,,,,0,
Menominee,55078,Alcohol,Outlet Density,2014,Type Unknown,0,12,,,,,,,,,,,0
Menominee,55078,Alcohol,Outlet Density,2015,Crude Rate (per 500 pop.),0.88,1.47,,,0.88,,,,,,,,
Menominee,55078,Alcohol,Outlet Density,2015,People per License,565.44,340.24,,,,,,565.44,,,,,
Menominee,55078,Alcohol,Outlet Density,2015,Total Licenses,8,16948,,,,,,,8,,,,
Menominee,55078,Alcohol,Outlet Density,2015,Type A,5,4466,,,,,,,,5,,,
Menominee,55078,Alcohol,Outlet Density,2015,Type B,3,12750,,,,,,,,,3,,
Menominee,55078,Alcohol,Outlet Density,2015,Type C,0,853,,,,,,,,,,0,
Menominee,55078,Alcohol,Outlet Density,2015,Type Unknown,0,15,,,,,,,,,,,0
Menominee,55078,Alcohol,Outlet Density,2016,Crude Rate (per 500 pop.),0.87,1.47,,,0.87,,,,,,,,
Menominee,55078,Alcohol,Outlet Density,2016,People per License,572,340.01,,,,,,572,,,,,
Menominee,55078,Alcohol,Outlet Density,2016,Total Licenses,8,17012,,,,,,,8,,,,
Menominee,55078,Alcohol,Outlet Density,2016,Type A,5,4684,,,,,,,,5,,,
Menominee,55078,Alcohol,Outlet Density,2016,Type B,3,12757,,,,,,,,,3,,
Menominee,55078,Alcohol,Outlet Density,2016,Type C,0,908,,,,,,,,,,0,
Menominee,55078,Alcohol,Outlet Density,2016,Type Unknown,0,8,,,,,,,,,,,0
Menominee,55078,Alcohol,Outlet Density,2017,Crude Rate (per 500 pop.),0.86,1.47,,,0.86,,,,,,,,
Menominee,55078,Alcohol,Outlet Density,2017,People per License,581.31,339.35,,,,,,581.31,,,,,
Menominee,55078,Alcohol,Outlet Density,2017,Total Licenses,8,17100,,,,,,,8,,,,
Menominee,55078,Alcohol,Outlet Density,2017,Type A,5,4866,,,,,,,,5,,,
Menominee,55078,Alcohol,Outlet Density,2017,Type B,3,12882,,,,,,,,,3,,
Menominee,55078,Alcohol,Outlet Density,2017,Type C,0,882,,,,,,,,,,0,
Menominee,55078,Alcohol,Outlet Density,2017,Type Unknown,0,5,,,,,,,,,,,0
Menominee,55078,Alcohol,Outlet Density,2018,Crude Rate (per 500 pop.),0.76,1.47,,,0.76,,,,,,,,
Menominee,55078,Alcohol,Outlet Density,2018,People per License,653.64,339.74,,,,,,653.64,,,,,
Menominee,55078,Alcohol,Outlet Density,2018,Total Licenses,7,17116,,,,,,,7,,,,
Menominee,55078,Alcohol,Outlet Density,2018,Type A,4,4954,,,,,,,,4,,,
Menominee,55078,Alcohol,Outlet Density,2018,Type B,3,12899,,,,,,,,,3,,
Menominee,55078,Alcohol,Outlet Density,2018,Type C,0,914,,,,,,,,,,0,
Menominee,55078,Alcohol,Outlet Density,2018,Type Unknown,0,9,,,,,,,,,,,0
Menominee,55078,Alcohol,Outlet Density,2019,Crude Rate (per 500 pop.),0.77,1.47,,,0.77,,,,,,,,
Menominee,55078,Alcohol,Outlet Density,2019,People per License,649.93,341.13,,,,,,649.93,,,,,
Menominee,55078,Alcohol,Outlet Density,2019,Total Licenses,7,17086,,,,,,,7,,,,
Menominee,55078,Alcohol,Outlet Density,2019,Type A,4,4665,,,,,,,,4,,,
Menominee,55078,Alcohol,Outlet Density,2019,Type B,1,12099,,,,,,,,,1,,
Menominee,55078,Alcohol,Outlet Density,2019,Type C,0,862,,,,,,,,,,0,
Menominee,55078,Alcohol,Outlet Density,2019,Type Unknown,2,965,,,,,,,,,,,2
Menominee,55078,Alcohol,Outlet Density,2020,Crude Rate (per 500 pop.),0.79,1.45,,,0.79,,,,,,,,
Menominee,55078,Alcohol,Outlet Density,2020,People per License,631.07,345.04,,,,,,631.07,,,,,
Menominee,55078,Alcohol,Outlet Density,2020,Total Licenses,7,16996,,,,,,,7,,,,
Menominee,55078,Alcohol,Outlet Density,2020,Type A,4,4508,,,,,,,,4,,,
Menominee,55078,Alcohol,Outlet Density,2020,Type B,1,11381,,,,,,,,,1,,
Menominee,55078,Alcohol,Outlet Density,2020,Type C,0,778,,,,,,,,,,0,
Menominee,55078,Alcohol,Outlet Density,2020,Type Unknown,2,1757,,,,,,,,,,,2
Milwaukee,55079,Alcohol,Hospitalizations,2000,"Crude Rate per 100,000",1104.85,827.88,,1104.85,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2000,Lower Limit,1083.59,820.18,,,,1083.59,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2000,Number,10383,44490,10383,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2000,Upper Limit,1126.1,835.57,,,,,1126.1,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2001,"Crude Rate per 100,000",1084.21,843.3,,1084.21,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2001,Lower Limit,1063.15,835.56,,,,1063.15,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2001,Number,10184,45596,10184,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2001,Upper Limit,1105.26,851.04,,,,,1105.26,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2002,"Crude Rate per 100,000",1093.57,840.84,,1093.57,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2002,Lower Limit,1072.43,833.14,,,,1072.43,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2002,Number,10278,45785,10278,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2002,Upper Limit,1114.72,848.54,,,,,1114.72,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2003,"Crude Rate per 100,000",1095.04,831.54,,1095.04,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2003,Lower Limit,1073.88,823.91,,,,1073.88,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2003,Number,10288,45562,10288,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2003,Upper Limit,1116.2,839.18,,,,,1116.2,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2004,"Crude Rate per 100,000",1121.98,860.64,,1121.98,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2004,Lower Limit,1100.53,852.9,,,,1100.53,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2004,Number,10512,47456,10512,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2004,Upper Limit,1143.43,868.38,,,,,1143.43,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2005,"Crude Rate per 100,000",1178.29,877.78,,1178.29,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2005,Lower Limit,1156.26,869.98,,,,1156.26,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2005,Number,10988,48683,10988,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2005,Upper Limit,1200.32,885.57,,,,,1200.32,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2006,"Crude Rate per 100,000",1221.38,895.3,,1221.38,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2006,Lower Limit,1198.92,887.45,,,,1198.92,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2006,Number,11362,49937,11362,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2006,Upper Limit,1243.83,903.16,,,,,1243.83,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2007,"Crude Rate per 100,000",1215.95,910.91,,1215.95,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2007,Lower Limit,1193.56,903.01,,,,1193.56,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2007,Number,11326,51109,11326,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2007,Upper Limit,1238.34,918.81,,,,,1238.34,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2008,"Crude Rate per 100,000",1186.3,917.11,,1186.3,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2008,Lower Limit,1164.22,909.2,,,,1164.22,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2008,Number,11089,51734,11089,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2008,Upper Limit,1208.38,925.01,,,,,1208.38,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2009,"Crude Rate per 100,000",1103.36,883.1,,1103.36,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2009,Lower Limit,1082.15,875.36,,,,1082.15,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2009,Number,10401,50065,10401,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2009,Upper Limit,1124.56,890.83,,,,,1124.56,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2010,"Crude Rate per 100,000",1100.4,884.19,,1100.4,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2010,Lower Limit,1079.29,876.46,,,,1079.29,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2010,Number,10435,50315,10435,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2010,Upper Limit,1121.52,891.91,,,,,1121.52,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2011,"Crude Rate per 100,000",1107.24,855.44,,1107.24,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2011,Lower Limit,1086.09,847.85,,,,1086.09,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2011,Number,10534,48810,10534,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2011,Upper Limit,1128.38,863.03,,,,,1128.38,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2012,"Crude Rate per 100,000",1144.06,867.43,,1144.06,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2012,Lower Limit,1122.6,859.8,,,,1122.6,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2012,Number,10922,49624,10922,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2012,Upper Limit,1165.51,875.06,,,,,1165.51,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2013,"Crude Rate per 100,000",1137.69,829.33,,1137.69,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2013,Lower Limit,1116.32,821.88,,,,1116.32,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2013,Number,10894,47587,10894,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2013,Upper Limit,1159.05,836.78,,,,,1159.05,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2014,"Crude Rate per 100,000",1135.36,835.15,,1135.36,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2014,Lower Limit,1114.03,827.69,,,,1114.03,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2014,Number,10884,48048,10884,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2014,Upper Limit,1156.69,842.62,,,,,1156.69,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2015,"Crude Rate per 100,000",1137.38,829.42,,1137.38,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2015,Lower Limit,1116.03,821.99,,,,1116.03,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2015,Number,10903,47799,10903,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2015,Upper Limit,1158.73,836.86,,,,,1158.73,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2016,"Crude Rate per 100,000",994.95,742.71,,994.95,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2016,Lower Limit,974.95,735.69,,,,974.95,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2016,Number,9503,42893,9503,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2016,Upper Limit,1014.96,749.74,,,,,1014.96,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2017,"Crude Rate per 100,000",1007.63,750.99,,1007.63,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2017,Lower Limit,987.46,743.93,,,,987.46,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2017,Number,9581,43506,9581,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2017,Upper Limit,1027.81,758.05,,,,,1027.81,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2018,"Crude Rate per 100,000",1016.87,759.56,,1016.87,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2018,Lower Limit,996.57,752.47,,,,996.57,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2018,Number,9639,44125,9639,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2018,Upper Limit,1037.17,766.64,,,,,1037.17,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2019,"Crude Rate per 100,000",988.48,761.96,,988.48,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2019,Lower Limit,968.45,754.87,,,,968.45,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2019,Number,9361,44381,9361,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2019,Upper Limit,1008.5,769.05,,,,,1008.5,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2020,"Crude Rate per 100,000",946.48,719.59,,946.48,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2020,Lower Limit,926.8,712.74,,,,926.8,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2020,Number,8883,42429,8883,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2020,Upper Limit,966.17,726.44,,,,,966.17,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2021,"Crude Rate per 100,000",977.38,727.15,,977.38,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2021,Lower Limit,957.22,720.25,,,,957.22,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2021,Number,9033,42757,9033,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2021,Upper Limit,997.53,734.04,,,,,997.53,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2022,"Crude Rate per 100,000",913.29,691.01,,913.29,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2022,Lower Limit,893.74,684.3,,,,893.74,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2022,Number,8390,40718,8390,,,,,,,,,,
Milwaukee,55079,Alcohol,Hospitalizations,2022,Upper Limit,932.83,697.72,,,,,932.83,,,,,,
Milwaukee,55079,Alcohol,Outlet Density,2010,Crude Rate (per 500 pop.),1.05,1.5,,,1.05,,,,,,,,
Milwaukee,55079,Alcohol,Outlet Density,2010,People per License,475.96,334.38,,,,,,475.96,,,,,
Milwaukee,55079,Alcohol,Outlet Density,2010,Total Licenses,1996,17041,,,,,,,1996,,,,
Milwaukee,55079,Alcohol,Outlet Density,2010,Type A,469,4057,,,,,,,,469,,,
Milwaukee,55079,Alcohol,Outlet Density,2010,Type B,1543,12372,,,,,,,,,1543,,
Milwaukee,55079,Alcohol,Outlet Density,2010,Type C,29,698,,,,,,,,,,29,
Milwaukee,55079,Alcohol,Outlet Density,2010,Type Unknown,14,733,,,,,,,,,,,14
Milwaukee,55079,Alcohol,Outlet Density,2011,Crude Rate (per 500 pop.),1,1.49,,,1,,,,,,,,
Milwaukee,55079,Alcohol,Outlet Density,2011,People per License,498.68,335.3,,,,,,498.68,,,,,
Milwaukee,55079,Alcohol,Outlet Density,2011,Total Licenses,1912,17040,,,,,,,1912,,,,
Milwaukee,55079,Alcohol,Outlet Density,2011,Type A,164,3890,,,,,,,,164,,,
Milwaukee,55079,Alcohol,Outlet Density,2011,Type B,515,11788,,,,,,,,,515,,
Milwaukee,55079,Alcohol,Outlet Density,2011,Type C,30,696,,,,,,,,,,30,
Milwaukee,55079,Alcohol,Outlet Density,2011,Type Unknown,1256,1533,,,,,,,,,,,1256
Milwaukee,55079,Alcohol,Outlet Density,2012,Crude Rate (per 500 pop.),1.03,1.49,,,1.03,,,,,,,,
Milwaukee,55079,Alcohol,Outlet Density,2012,People per License,487.51,336.2,,,,,,487.51,,,,,
Milwaukee,55079,Alcohol,Outlet Density,2012,Total Licenses,1962,17040,,,,,,,1962,,,,
Milwaukee,55079,Alcohol,Outlet Density,2012,Type A,472,4311,,,,,,,,472,,,
Milwaukee,55079,Alcohol,Outlet Density,2012,Type B,1521,12872,,,,,,,,,1521,,
Milwaukee,55079,Alcohol,Outlet Density,2012,Type C,53,741,,,,,,,,,,53,
Milwaukee,55079,Alcohol,Outlet Density,2012,Type Unknown,1,97,,,,,,,,,,,1
Milwaukee,55079,Alcohol,Outlet Density,2013,Crude Rate (per 500 pop.),1.01,1.48,,,1.01,,,,,,,,
Milwaukee,55079,Alcohol,Outlet Density,2013,People per License,497.05,338.52,,,,,,497.05,,,,,
Milwaukee,55079,Alcohol,Outlet Density,2013,Total Licenses,1928,16968,,,,,,,1928,,,,
Milwaukee,55079,Alcohol,Outlet Density,2013,Type A,467,4382,,,,,,,,467,,,
Milwaukee,55079,Alcohol,Outlet Density,2013,Type B,1477,12842,,,,,,,,,1477,,
Milwaukee,55079,Alcohol,Outlet Density,2013,Type C,61,734,,,,,,,,,,61,
Milwaukee,55079,Alcohol,Outlet Density,2013,Type Unknown,4,26,,,,,,,,,,,4
Milwaukee,55079,Alcohol,Outlet Density,2014,Crude Rate (per 500 pop.),0.99,1.47,,,0.99,,,,,,,,
Milwaukee,55079,Alcohol,Outlet Density,2014,People per License,507.6,340.6,,,,,,507.6,,,,,
Milwaukee,55079,Alcohol,Outlet Density,2014,Total Licenses,1889,16898,,,,,,,1889,,,,
Milwaukee,55079,Alcohol,Outlet Density,2014,Type A,460,4412,,,,,,,,460,,,
Milwaukee,55079,Alcohol,Outlet Density,2014,Type B,1460,12822,,,,,,,,,1460,,
Milwaukee,55079,Alcohol,Outlet Density,2014,Type C,51,743,,,,,,,,,,51,
